"","parcela","arv","comum.nome","cientifico.nome","familia.nome","dap.2012","tipo","vert.2012","Luz.2012","Hcom.2012","Htot.2012","dap.2014","UTM.leste","UTM.norte"
"210","T02",137,"joao-mole","Neea oppositifolia","Nyctaginaceae",52,"O","E",1,29.19,36.96,52,778968.3797,9585321.561
"211","T02",139,"inhare","Helicostylis sp.","Moraceae",15.4,"O","S",1,5.93,8.46,15.8,778991.0965,9585323.852
"212","T02",140,"envira preta","Guatteria schomburgkiana","Annonaceae",29.3,"O","C",1,21.61,28.86,29.5,779014.443,9585322.076
"213","T02",141,"jatereu","Lecythis idatimon","Lecythidaceae",22.5,"O","C",1,8.34,13.16,22.8,779015.3838,9585322.097
"214","T02",142,"matamata","Eschweilera parviflora","Lecythidaceae",20.4,"O","S",2,23.17,33,20.9,779018.2537,9585322.781
"215","T02",143,"louro vermelho","Sextonia rubra","Lauraceae",79.4,"O","E",1,33.52,43.94,80,779025.626,9585320.916
"216","T02",144,"breu barrote","Tetragastris panamensis","Burseraceae",10.2,"O","S",1,12.61,16.82,11.3,779036.8557,9585320.371
"217","T02",145,"coquirana","Chrysophyllum sanguinolentum","Sapotaceae",11,"O","S",2,9.67,12.49,11.4,779041.0581,9585320.051
"218","T02",146,"mato",NA,NA,19,"O","S",1,2.64,8.39,19.5,779042.9934,9585320.799
"219","T02",149,"parapara","Jacaranda copaia","Bignoniaceae",12,"O","S",2,11.37,13.97,13.1,779056.0372,9585319.405
"220","T02",151,"araracanga","Aspidosperma spruceanum","Apocynaceae",54.5,"O","C",2,26.78,37.79,55.5,779067.0304,9585328.096
"221","T02",152,"embauba","Cecropia ficifolia","Urticaceae",41,"O","C",2,18.06,23.88,44,779055.2288,9585314.953
"222","T02",153,"guajara-bolacha","Pouteria oppositifolia","Sapotaceae",50,"O","C",2,20,38.36,50,779042.041,9585314.452
"223","T02",154,"embauba","Cecropia ficifolia","Urticaceae",39.9,"O","C",2,21.87,29.2,41.9,779041.9272,9585312.957
"224","T02",155,"matamata preto","Eschweilera ovata","Lecythidaceae",37.4,"O","C",2,14.95,24.84,38.1,779037.3717,9585314.808
"225","T02",156,"pau-jacare","Laetia procera","Salicaceae",53.4,"O","C",2,23.17,36.22,54.6,779025.0764,9585332.211
"226","T02",157,"tachi preto","Tachigali myrmecophila","Fabaceae",75,"O","C",2,28.21,44.04,75,779015.6334,9585313.032
"227","T02",158,"casca seca","Licania canescens","Chrysobalanaceae",43.1,"O","C",2,27.69,40.7,48.6,779004.4271,9585313.884
"228","T02",159,"guajara branco","Pouteria sp.","Sapotaceae",52.1,"O","C",2,24.8,36.89,54.5,778959.1348,9585317.33
"229","T02",160,"macaranduba","Manilkara huberi","Sapotaceae",35.8,"O","C",2,24.63,35,36.5,778956.0119,9585319.494
"230","T02",161,"casca seca","Licania canescens","Chrysobalanaceae",48.1,"O","C",2,27.79,37.51,48.9,778955.0022,9585318.567
"231","T02",162,"casca seca","Licania canescens","Chrysobalanaceae",45.3,"O","C",2,24.03,33.04,46.3,778912.7156,9585336.828
"232","T02",163,"morta",NA,NA,53.3,"O",NA,NA,NA,10.24,53,778905.3206,9585338.394
"233","T02",164,"morta",NA,NA,46.4,"O",NA,NA,NA,5.13,46.3,778884.4578,9585323.433
"234","T02",165,"macaranduba","Manilkara huberi","Sapotaceae",53,"O","S",2,23.31,36.18,54.5,778872.8604,9585325.319
"235","T02",166,"morta",NA,NA,46,"O",NA,NA,NA,14.68,46,778830.7263,9585345.548
"236","T02",167,"morta",NA,NA,57.8,"O",NA,NA,NA,3.27,57.6,778830.6653,9585345.051
"237","T02",168,"fava-saboeiro","Abarema cochleata","Fabaceae",52,"O","C",2,15.84,22.71,53,778830.9092,9585347.037
"238","T02",169,"roxinho","Peltogyne lecointei","Fabaceae",38.4,"O","C",2,27.98,42.97,38.7,778829.15,9585348.26
"239","T02",170,"embauba","Cecropia ficifolia","Urticaceae",43.7,"O","C",2,23.12,31.05,43.9,778793.269,9585334.029
"240","T02",171,"matamata branco","Eschweilera coriacea","Lecythidaceae",53.3,"O","C",2,21.26,35.85,58.8,778759.4821,9585356.976
"241","T02",172,"pintadinho","Poeppigia procera","Fabaceae",44.8,"O","C",2,22.73,36.62,44.7,778757.8006,9585354.174
"242","T02",173,"matamata branco","Eschweilera coriacea","Lecythidaceae",42,"O","C",2,17.45,32.63,40.3,778754.4597,9585355.426
"243","T02",174,"abiurana","Pouteria gongrijpii","Sapotaceae",48.9,"O","C",2,26.05,38.84,49.5,778751.1873,9585357.596
"244","T02",175,"ucuuba","Virola michelii","Myristicaceae",40.1,"O","C",2,18.51,16.57,NA,778747.6287,9585355.937
"245","T02",176,"morta",NA,NA,50,"O",NA,NA,NA,8.67,50,778743.0949,9585341.234
"246","T02",177,"pintadinho","Poeppigia procera","Fabaceae",48,"O","C",2,20.35,32.68,48,778733.516,9585357.493
"247","T02",178,"uxirana","Sacoglottis guianensis","Humiriaceae",36.9,"O","C",2,20.84,30.29,37.8,778727.1796,9585344.931
"248","T02",179,"copaiba","Copaifera reticulata","Fabaceae",81,"O","C",2,27.12,42.54,81.9,778690.3241,9585344.176
"249","T02",180,"matamata preto","Eschweilera ovata","Lecythidaceae",41.4,"O","C",2,13.43,28.06,42,778686.6443,9585347.46
"250","T02",181,"macucu","Licania guianensis","Chrysobalanaceae",52.9,"O","C",2,21.83,35.41,53.5,778672.8638,9585360.022
"251","T02",182,"casca seca","Licania canescens","Chrysobalanaceae",45,"O","C",2,25.19,35.34,45.1,778661.2653,9585362.393
"252","T02",183,"morta",NA,NA,35.9,"O",NA,NA,NA,5.18,35.9,778649.6296,9585364.266
"253","T02",184,"abiurana casca fina","Pouteria retinervis","Sapotaceae",43,"O","C",2,17.61,27.63,42.5,778643.0696,9585348.712
"254","T02",185,"capueiro","Rinorea guianensis","Violaceae",37.8,"O","C",2,14.84,29.54,36.9,778628.8384,9585361.809
"255","T02",186,"abiurana","Pouteria gongrijpii","Sapotaceae",52.4,"O","C",2,15.87,29.57,53,778618.8901,9585366.564
"256","T02",187,"matamata branco","Eschweilera coriacea","Lecythidaceae",36.4,"O","C",2,16.89,34.88,36.7,778586.9511,9585365.943
"257","T02",188,"louro canelado","Ocotea canaliculata","Lauraceae",56.3,"O","C",2,28.53,33.96,56.8,778581.3729,9585350.396
"258","T03",2,"caramuxi","Pouteria hispida","Sapotaceae",49.3,"O","C",2,7.14,12.25,50.6,780189.504,9586546.374
"259","T03",3,"parajuba","Manilkara bidentata","Sapotaceae",49,"O","C",2,17.94,30.23,50.5,780175.6507,9586546.061
"260","T03",5,"jatoba","Hymenaea courbaril","Fabaceae",105.7,"O","E",1,36.4,53.21,NA,780168.9561,9586546.21
"261","T03",7,"abiurana","Pouteria gongrijpii","Sapotaceae",11.4,"O","S",2,5.59,11.22,12,780153.7445,9586542.557
"262","T03",8,"inhare","Helicostylis sp.","Moraceae",18,"O","S",3,16.81,27.28,18,780150.8783,9586542.492
"263","T03",10,"arataciu","Sagotia racemosa","Euphorbiaceae",14,"O","S",2,6.17,9.68,14,780149.925,9586542.379
"264","T03",11,"mato",NA,NA,32.5,"O","S",2,15.83,23.29,33.1,780148.501,9586541.946
"265","T03",18,"jatereu","Lecythis idatimon","Lecythidaceae",37.4,"O","C",2,17.79,29.69,33.3,780090.1877,9586542.129
"266","T03",19,"maracatiara","Astronium graveolens","Anacardiaceae",100,"O","E",1,37.32,54.76,NA,780084.8426,9586546.009
"267","T03",21,"angelim rosa","Hymenolobium modestum","Fabaceae",11.3,"O","S",2,2.29,18.67,11.8,780066.8143,9586540.1
"268","T03",24,"morta",NA,NA,37,"O",NA,NA,NA,4.32,NA,780047.6499,9586542.167
"269","T03",25,"casca seca","Licania canescens","Chrysobalanaceae",24.6,"O","S",2,20.88,34.15,25.1,780035.2751,9586539.879
"270","T03",26,"matamata","Eschweilera parviflora","Lecythidaceae",60,"O","C",2,27.64,41.3,60.8,780034.752,9586541.876
"271","T03",29,"louro preto","Nectandra cuspidata","Lauraceae",14.4,"O","S",2,12.06,22.29,14.5,780018.089,9586538.998
"272","T03",31,"tachi","Tachigali myrmecophila","Fabaceae",60.9,"O","C",2,25.89,42.8,63,780013.6428,9586545.399
"273","T03",35,"tachi","Tachigali myrmecophila","Fabaceae",45.5,"O","C",2,18.55,30.52,48.8,780001.2904,9586542.119
"274","T03",42,"matamata","Eschweilera parviflora","Lecythidaceae",69.8,"O","S",1,9.72,14.18,70,779963.3282,9586542.643
"275","T03",47,"cabreuva","Myrocarpus frondosus","Fabaceae",12.8,"O","S",2,13.48,20.66,13,779936.6649,9586535.703
"276","T03",49,"morta",NA,NA,35.9,"O",NA,NA,NA,19.01,35.9,779916.6239,9586538.653
"277","T03",55,"bacaba","Oenocarpus bacaba","Arecaceae",16.5,"P","C",2,14.74,18.86,16.6,779850.9407,9586531.969
"278","T03",56,"guajara branco","Pouteria sp.","Sapotaceae",49,"O","C",2,18.54,28.63,49.1,779848.9922,9586532.287
"279","T03",57,"pau amarelo","Euxylophora paraensis","Rutaceae",67,"O","C",2,20.44,34.1,68.6,779826.7449,9586532.149
"280","T03",59,"pau amarelo","Euxylophora paraensis","Rutaceae",101.1,"O","E",1,24.22,36.85,102,779817.8967,9586535.479
"281","T03",68,"seringueira","Hevea brasiliensis","Euphorbiaceae",38.7,"O","E",1,17.71,26.5,40.5,779751.781,9586531.689
"282","T03",69,"capueiro","Rinorea guianensis","Violaceae",17.9,"O","S",3,7.27,19.78,18.1,779749.0312,9586528.07
"283","T03",72,"envira","Xylopia sp.","Annonaceae",60.2,"O","C",1,22.27,36.43,62.1,779720.2658,9586533.362
"284","T03",76,"louro vermelho","Sextonia rubra","Lauraceae",60.6,"O","S",2,16.42,29.44,61.6,779704.9394,9586529.713
"285","T03",78,"capueiro","Rinorea guianensis","Violaceae",47.3,"O","S",2,4.38,7.78,22.2,779720.4766,9586528.366
"286","T03",79,"inga","Inga marginata","Fabaceae",27.1,"O","S",2,13.84,15.47,28.2,779712.3558,9586525.922
"287","T03",81,"tatapiririca","Tapirira guianensis","Anacardiaceae",13.6,"O","S",2,9.59,14.82,14,779727.8463,9586525.683
"288","T03",83,"capueiro","Rinorea guianensis","Violaceae",20.8,"O","S",3,12.38,25.53,21.4,779738.441,9586526.822
"289","T03",85,"inhare","Helicostylis sp.","Moraceae",63.3,"O","C",2,26.49,39.84,63.8,779740.9693,9586524.227
"290","T03",86,"matamata","Eschweilera amazonica","Lecythidaceae",30.9,"O","S",2,17.98,32.21,31.5,779745.693,9586526.928
"291","T03",87,"macaranduba","Manilkara huberi","Sapotaceae",67,"O","E",1,36.64,60.44,67,779753.9698,9586525.676
"292","T03",89,"coracao-de-negro","Chamaecrista xinguensis","Fabaceae",16.5,"O","S",3,15.08,19.19,16.6,779756.8205,9586526.905
"293","T03",91,"louro preto","Ocotea cernua","Lauraceae",38.8,"O","C",2,21.41,35.78,41.2,779760.8105,9586524.063
"294","T03",92,"inga amarelo","Inga sp.","Fabaceae",10.4,"O","S",3,4.99,9.28,10.5,779769.8589,9586527.455
"295","T03",95,"morta",NA,NA,36,"O",NA,NA,NA,2.29,36,779775.6878,9586526.893
"296","T03",97,"breu branco","Protium paniculatum","Burseraceae",39.7,"O","C",2,25.34,31.05,44,779781.974,9586526.958
"297","T03",98,"matamata","Eschweilera amazonica","Lecythidaceae",41.6,"O","C",2,14.27,30.55,45.7,779782.8976,9586527.997
"298","T03",100,"jatereu","Lecythis idatimon","Lecythidaceae",23.4,"O","S",2,12.94,24.56,23.8,779798.8331,9586528.678
"299","T03",102,"abiurana","Pouteria gongrijpii","Sapotaceae",45.4,"O","C",1,22.5,32.89,47.4,779805.1323,9586528.435
"300","T03",103,"pau amarelo","Euxylophora paraensis","Rutaceae",120,"O","E",1,27.09,38.03,121.5,779807.7365,9586524.041
"301","T03",106,"merauba","Mouriri collocarpa","Melastomataceae",13.5,"O","S",2,35.88,56.4,14,779828.2569,9586530.712
"302","T03",107,"timborana","Pseudopiptadenia suaveolens","Fabaceae",65,"O","E",1,9.51,15.69,65,779833.8133,9586525.141
"303","T03",108,"morta",NA,NA,12.8,"O",NA,NA,NA,11.61,NA,779844.2261,9586530.593
"304","T03",109,"macaranduba","Manilkara huberi","Sapotaceae",82,"O","E",1,31.73,43.03,83.1,779855.9847,9586527.078
"305","T03",110,"matamata","Eschweilera amazonica","Lecythidaceae",28.4,"O","S",2,12.85,24.54,29.3,779885.7351,9586532.837
"306","T03",111,"parajuba","Manilkara bidentata","Sapotaceae",71,"O","S",1,28.17,39.61,72.1,779880.1299,9586528.096
"307","T03",113,"tachi vermelho","Tachigali paniculata","Fabaceae",13,"O","S",2,10.97,18.6,15,779895.9492,9586533.669
"308","T03",116,"taperebarana","Spondias sp.","Anacardiaceae",68.7,"O","C",1,18.38,32.55,68.9,779914.0975,9586529.537
"309","T03",119,"parajuba","Manilkara bidentata","Sapotaceae",80,"O","E",1,37.94,51.89,80,779929.0092,9586532.974
"310","T03",120,"breu vermelho","Protium hebetatum","Burseraceae",36.7,"O","S",1,25.75,36.4,37.7,779932.6372,9586533.329
"311","T03",123,"abiurana","Pouteria gongrijpii","Sapotaceae",12,"O","S",2,14.56,20.49,12.4,779938.1408,9586535.265
"312","T03",125,"jatereu","Lecythis idatimon","Lecythidaceae",29.5,"O","S",1,22.35,29.32,30,779956.0765,9586536.128
"313","T03",130,"abiurana","Pouteria gongrijpii","Sapotaceae",22.2,"O","S",2,9.1,13.7,21.8,780008.5508,9586538.083
"314","T03",132,"morta",NA,NA,20.4,"O",NA,NA,NA,5.01,20.4,779995.1775,9586537.68
"315","T03",137,"morta",NA,NA,14.1,"O",NA,NA,NA,1.83,14.1,780042.0077,9586538.047
"316","T03",138,"jatereu","Lecythis idatimon","Lecythidaceae",11.4,"O","S",3,11.81,16.2,11.8,780045.336,9586538.814
"317","T03",140,"uxirana","Sacoglottis guianensis","Humiriaceae",12,"O","S",3,14.64,21.93,13.5,780058.2384,9586538.906
"318","T03",143,"caramuxi","Pouteria hispida","Sapotaceae",36.5,"O","S",2,22.27,34.77,37.5,780064.9375,9586538.557
"319","T03",146,"uxirana","Sacoglottis guianensis","Humiriaceae",44.5,"O","C",2,23.45,41,46,780077.4254,9586535.839
"320","T03",147,"arataciu","Sagotia racemosa","Euphorbiaceae",15.4,"O","S",2,10.15,14.3,15.9,780080.2237,9586538.911
"321","T03",148,"copaiba","Copaifera reticulata","Fabaceae",69.3,"O","E",1,28.79,47.58,70.3,780080.6835,9586539.713
"322","T03",152,"matamata","Eschweilera parviflora","Lecythidaceae",32.9,"O","S",3,19.01,27.6,32.2,780108.8856,9586539.559
"323","T03",153,"liana",NA,NA,13.9,"L",NA,NA,NA,NA,14,780108.8677,9586540.35
"324","T03",155,"matamata","Eschweilera parviflora","Lecythidaceae",29.4,"O","S",2,16.51,26.59,29.7,780116.5288,9586539.731
"325","T03",156,"abiurana","Pouteria gongrijpii","Sapotaceae",63.3,"O","C",1,26.06,35.79,64,780119.3952,9586539.788
"326","T03",157,"morta",NA,NA,49.8,"O",NA,NA,NA,2.88,49.8,780128.0842,9586535.984
"327","T03",159,"capueiro","Rinorea guianensis","Violaceae",19.9,"O","S",3,13,20.29,20.1,780145.1908,9586540.379
"328","T03",160,"capueiro","Rinorea guianensis","Violaceae",20.7,"O","S",3,15.06,20.88,20.9,780149.9678,9586540.487
"329","T03",161,"fava-atana","Parkia gigantocarpa","Fabaceae",95,"O","E",1,22.74,56.83,97,780159.1346,9586536.685
"330","T03",167,"arataciu","Sagotia racemosa","Euphorbiaceae",10.9,"O","S",2,6.4,12.38,11.5,780188.6503,9586541.854
"331","T03",169,"inhare","Helicostylis sp.","Moraceae",51.6,"O","C",1,20.22,28.13,52,779707.2696,9586531.813
"332","T03",170,"inga","Inga marginata","Fabaceae",38,"O","C",2,15.96,24.65,38.6,779781.5693,9586536.549
"333","T03",171,"mapatirana","Pourouma villosa","Urticaceae",40.4,"O","C",2,17.38,29.89,42,779761.945,9586520.107
"334","T03",172,"breu vermelho","Protium hebetatum","Burseraceae",36.1,"O","C",2,24.08,33.68,38.2,779762.677,9586537.153
"335","T03",173,"jatereu","Lecythis idatimon","Lecythidaceae",37.3,"O","C",2,20.7,28.94,37.5,779752.4973,9586537.644
"336","T03",174,"iperana","Eperua bijuga","Fabaceae",36.5,"O","C",2,20.79,31.64,36.7,779747.7492,9586535.522
"337","T03",175,"iperana","Eperua bijuga","Fabaceae",36.5,"O","C",2,20.56,29.21,36.7,779841.5168,9586537.477
"338","T03",177,"matamata preto","Eschweilera ovata","Lecythidaceae",35.6,"O","C",1,21.22,29.68,46.3,779817.9618,9586522.471
"339","T03",178,"breu vermelho","Protium hebetatum","Burseraceae",48.5,"O","C",1,22.05,29.02,49.5,779802.8653,9586524.836
"340","T03",179,"pente-de-macaco","Apeiba petoumo","Malvaceae",42.2,"O","S",2,24.14,29.47,42.5,779793.8166,9586521.452
"341","T03",180,"mapatirana","Pourouma minor","Urticaceae",41.1,"O","C",1,21.5,28.89,42.5,779917.9764,9586529.702
"342","T03",181,"barrote","Tetragastris altissima","Burseraceae",52.5,"O","C",2,18.53,28.73,54,779846.936,9586523.693
"343","T03",182,"matamata preto","Eschweilera ovata","Lecythidaceae",52.2,"O","C",1,19.3,32.52,53,779925.7087,9586542.042
"344","T03",183,"abiurana","Pouteria gongrijpii","Sapotaceae",45.7,"O","S",1,12.13,19.41,45.7,779909.0064,9586529.32
"345","T03",184,"abiurana","Pouteria gongrijpii","Sapotaceae",43.9,"O","C",2,19.45,30.01,45.5,779980.83,9586530.876
"346","T03",185,"tauari","Couratari stellata","Lecythidaceae",50,"O","C",1,24.09,37.17,51,780120.5088,9586532.811
"347","T03",186,"axixa","Sterculia pruriens","Malvaceae",46.5,"O","C",1,19.15,28.55,46.8,780186.9248,9586533.613
"348","T03",187,"matamata branco","Eschweilera coriacea","Lecythidaceae",46.5,"O","S",2,24.53,35.72,46.7,780173.9433,9586537.02
"349","T03",188,"matamata","Eschweilera parviflora","Lecythidaceae",44,"O","S",1,11.02,13.63,NA,780165.5738,9586547.834
"350","T04",2,"breu branco","Protium paniculatum","Burseraceae",17.3,"O","S",3,11.84,19.23,18.5,780149.6582,9586151.765
"351","T04",3,"morta",NA,NA,20.6,"O",NA,NA,NA,8.44,20.6,780146.893,9586153
"352","T04",4,"andirobarana","Guarea guidonia","Meliaceae",35.6,"O","C",2,13.65,25.09,35.5,780133.1162,9586154.197
"353","T04",5,"matamata preto","Eschweilera ovata","Lecythidaceae",17.3,"O","S",2,7.62,14.99,17.2,780131.2151,9586154.353
"354","T04",8,"caramuxi","Pouteria hispida","Sapotaceae",14.7,"O","S",3,10.07,17.87,15,780104.5679,9586156.16
"355","T04",10,"mapatirana","Pourouma villosa","Urticaceae",10,"O","S",3,8.72,13.03,10.7,780082.6881,9586157.748
"356","T04",11,"capueiro","Rinorea guianensis","Violaceae",15.6,"O","S",2,8.47,17.12,15.3,780075.147,9586159.102
"357","T04",12,"piquiarana","Caryocar glabrum","Caryocaraceae",54,"O","S",2,14.53,24.79,54.9,780075.2502,9586160.298
"358","T04",13,"angelim vermelho","Dinizia excelsa","Fabaceae",200,"O","S",1,39.54,63.85,200,780067.5456,9586159.758
"359","T04",14,"matamata branco","Eschweilera coriacea","Lecythidaceae",19,"O","S",2,14.16,22.76,21.1,780054.7182,9586160.866
"360","T04",17,"morta",NA,NA,28.9,"O",NA,NA,NA,18.44,28.8,780040.8719,9586161.259
"361","T04",18,"matamata","Eschweilera amazonica","Lecythidaceae",14.5,"O","S",2,8.35,14.17,14.6,780019.9595,9586162.964
"362","T04",19,"breu branco","Protium paniculatum","Burseraceae",11.6,"O","S",2,6.94,10.65,11.6,780019.0265,9586163.245
"363","T04",22,"ucurana","Sloanea guianensis","Elaeocarpaceae",30.1,"O","C",2,12.37,21.82,29.8,780007.1493,9586164.271
"364","T04",25,"pau-jacare","Laetia procera","Salicaceae",31.9,"O","S",2,6.22,8.93,32.3,779973.9614,9586167.931
"365","T04",27,"angelim rajado","Zygia racemosa","Fabaceae",12.5,"O","S",2,8.44,15.46,12.2,779946.7918,9586168.901
"366","T04",29,"barrote","Tetragastris altissima","Burseraceae",20.1,"O","S",2,10.09,18.6,20.1,779917.3439,9586171.622
"367","T04",30,"morta",NA,NA,51.5,"O",NA,NA,NA,11.3,51.1,779915.8871,9586171.812
"368","T04",31,"matamata branco","Eschweilera coriacea","Lecythidaceae",13.6,"O","S",2,5.72,11.8,14.6,779907.779,9586171.311
"369","T04",32,"morta",NA,NA,28.5,"O",NA,NA,NA,8.16,28.5,779902.7141,9586172.526
"370","T04",34,"canela-de-jacamim","Rinorea pubiflora","Violaceae",10.2,"O","S",3,3.34,5.07,10.3,779889.9856,9586172.511
"371","T04",35,"anani","Symphonia globulifera","Clusiaceae",40.4,"O","C",2,20.1,29.97,40.9,779889.4918,9586172.441
"372","T04",36,"abiurana","Pouteria gongrijpii","Sapotaceae",17.6,"O","S",3,4.59,6.72,17.8,779885.8405,9586172.767
"373","T04",38,"liana",NA,NA,13.4,"L",NA,NA,NA,NA,14.4,779894.8561,9586172.11
"374","T04",41,"abiurana","Pouteria gongrijpii","Sapotaceae",15.7,"O","S",3,7.75,16.29,16.1,779844.3258,9586175.119
"375","T04",42,"muirapiranga","Brosimum rubescens","Moraceae",55,"O","C",2,17.85,27.84,55.6,779843.4154,9586176.071
"376","T04",44,"louro preto","Nectandra cuspidata","Lauraceae",65,"O","C",2,22.11,37.8,66,779830.9992,9586177.854
"377","T04",45,"jatereu","Lecythis idatimon","Lecythidaceae",30,"O","S",3,11.56,21.9,29.9,779828.4902,9586175.989
"378","T04",46,"matamata branco","Eschweilera coriacea","Lecythidaceae",16.7,"O","S",2,15.55,23.7,17.1,779828.0647,9586177.006
"379","T04",47,"cajuacu","Anacardium spruceanum","Anacardiaceae",72.5,"O","C",2,24.54,38.87,74.2,779821.347,9586177.383
"380","T04",50,"jatereu","Lecythis idatimon","Lecythidaceae",23.1,"O","C",2,19.07,23.52,22.6,779791.5898,9586178.918
"381","T04",52,"abiu cutite",NA,NA,16.8,"O","S",3,9.71,13.94,17.1,779775.2794,9586179.906
"382","T04",53,"abiu cutite",NA,NA,12,"O","S",3,10.81,13.85,12.2,779773.7908,9586179.095
"383","T04",56,"abiurana","Pouteria gongrijpii","Sapotaceae",29.4,"O","C",2,19.85,30.79,38.5,779733.9893,9586181.782
"384","T04",57,"iperana","Eperua bijuga","Fabaceae",16.4,"O","S",3,17.35,25.63,16.7,779733.9564,9586181.183
"385","T04",58,"uxirana","Sacoglottis guianensis","Humiriaceae",50.6,"O","C",2,22.53,35.62,51,779732.5716,9586182.261
"386","T04",60,"tachi vermelho","Tachigali paniculata","Fabaceae",72.7,"O","S",2,22.19,38.64,67,779725.5382,9586185.652
"387","T04",62,"casca seca","Licania canescens","Chrysobalanaceae",40.7,"O","C",2,11.59,24.15,41.3,779711.9922,9586184.393
"388","T04",63,"matamata","Eschweilera parviflora","Lecythidaceae",40.8,"O","C",2,19.53,31.4,44,779710.7172,9586187.467
"389","T04",66,"breu branco","Protium paniculatum","Burseraceae",14,"O","S",3,2.33,24.55,14.2,779685.0319,9586184.272
"390","T04",67,"guajara-bolacha","Pouteria oppositifolia","Sapotaceae",80,"O","C",2,27.39,47.29,80,779680.7734,9586185.607
"391","T04",68,"ucuuba","Virola michelii","Myristicaceae",19,"O","S",3,19.33,22.49,19,779666.8294,9586185.865
"392","T04",69,"caramuxi","Pouteria hispida","Sapotaceae",46.3,"O","C",2,21.42,28.14,46.2,779663.0513,9586187.182
"393","T04",70,"iperana","Eperua bijuga","Fabaceae",10.1,"O","S",3,13.31,17.04,10.2,779662.8977,9586184.386
"394","T04",71,"barrote","Tetragastris altissima","Burseraceae",51.9,"O","C",2,26.67,38.2,52,779663.2514,9586182.063
"395","T04",73,"abiurana","Pouteria gongrijpii","Sapotaceae",16.2,"O","S",2,7.13,12.69,16.3,779708.9868,9586182.254
"396","T04",74,"iperana","Eperua bijuga","Fabaceae",58.1,"O","C",2,19.93,32.91,48.2,779711.7728,9586180.399
"397","T04",75,"abiurana","Pouteria gongrijpii","Sapotaceae",39.9,"O","S",2,23.34,36.4,39.9,779720.8354,9586178.899
