parcela,arvore,comum,cientifico,familia,dap2012,cc2012,hcom,ht,vertical,luminosidade,medicao,dap2014,cc2014
T13,66,abiurana,Pouteria gongrijpii,Sapotaceae,37.5,37.5,20.08,29.61,C,1,20120326,38,37.5
T13,67,matamata branco,Eschweilera coriacea,Lecythidaceae,56.4,57.5,20.95,28.63,C,2,20120326,56,57.5
T13,68,casca seca,Licania canescens,Chrysobalanaceae,10.5,12.5,11.02,18.67,S,2,20120326,10.6,12.5
T13,69,guajara branco,Pouteria sp.,Sapotaceae,20.1,22.5,19.24,26.57,S,2,20120326,20.3,22.5
T13,70,macaranduba,Manilkara huberi,Sapotaceae,38.9,37.5,22.03,32.64,C,2,20120326,39,37.5
T13,71,fava-saboeiro,Abarema cochleata,Fabaceae,48.3,47.5,17.93,37,C,2,20120326,47.7,47.5
T13,72,jarana,Lecythis lurida,Lecythidaceae,90,92.5,36.56,58.23,C,1,20120326,93,92.5
T13,73,coquirana,Chrysophyllum sanguinolentum,Sapotaceae,13,12.5,18.01,25.85,S,2,20120326,13.1,12.5
T13,74,abiurana,Pouteria gongrijpii,Sapotaceae,43.5,42.5,23.56,30.42,E,1,20120326,48.6,47.5
T13,75,breu barrote,Tetragastris panamensis,Burseraceae,15.7,17.5,17.08,24.84,S,2,20120326,16.1,17.5
T13,76,inhare,Helicostylis sp.,Moraceae,42.7,42.5,19.34,30.41,C,1,20120326,43.8,42.5
T13,77,matamata,Eschweilera amazonica,Lecythidaceae,50.7,52.5,19.14,28.63,C,1,20120326,51,52.5
T13,78,inhare,Helicostylis sp.,Moraceae,14.1,12.5,17.37,21.46,S,2,20120326,14.2,12.5
T13,79,buiucu,Ormosia flava,Fabaceae,62.1,62.5,18.11,28.89,C,1,20120326,67.7,67.5
T13,80,pintadinho,Poeppigia procera,Fabaceae,34.3,32.5,23.06,29.96,C,1,20120326,34.5,32.5
T13,81,guajara branco,Pouteria sp.,Sapotaceae,44,42.5,21.09,28.67,E,1,20120326,45.3,47.5
T13,82,jatereu,Lecythis idatimon,Lecythidaceae,22.4,22.5,17.94,25.44,S,2,20120326,24.4,22.5
T13,83,macucu,Licania guianensis,Chrysobalanaceae,36.5,37.5,22.13,30.88,C,2,20120326,37.1,37.5
T13,84,pintadinho,Poeppigia procera,Fabaceae,23.3,22.5,19.29,29.38,S,2,20120326,24,22.5
T13,85,pau doce,Glycydendron amazonicum,Euphorbiaceae,45,47.5,15.73,28.83,E,1,20120326,45.4,47.5
T13,86,pintadinho,Poeppigia procera,Fabaceae,37.8,37.5,11.63,17.2,E,1,20120326,38.2,37.5
T13,87,abiurana,Pouteria gongrijpii,Sapotaceae,37,37.5,25.12,34.65,C,2,20120326,48,47.5
T13,88,macucu,Licania guianensis,Chrysobalanaceae,38.9,37.5,24.65,38.33,C,2,20120326,39.2,37.5
T13,89,envira amarela,Xylopia sp.,Annonaceae,16.9,17.5,14.62,23.65,S,2,20120326,16.9,17.5
T13,90,matamata preto,Eschweilera ovata,Lecythidaceae,38.6,37.5,11.92,29.53,C,2,20120326,38.7,37.5
T13,92,pintadinho,Poeppigia procera,Fabaceae,12.5,12.5,8.89,19.69,S,2,20120326,12.5,12.5
T13,93,piquiarana,Caryocar glabrum,Caryocaraceae,36.7,37.5,16.66,22.28,S,2,20120326,38.8,37.5
T13,94,caramuxi,Pouteria hispida,Sapotaceae,42.7,42.5,16.33,26.31,C,2,20120326,45.1,47.5
T13,95,matamata preto,Eschweilera ovata,Lecythidaceae,37.7,37.5,15.14,20.17,C,2,20120326,38.8,37.5
T13,96,jatereu,Lecythis idatimon,Lecythidaceae,35.2,37.5,16.36,21.68,C,2,20120326,35.4,37.5
T13,97,abiurana branca,Pouteria guianensis,Sapotaceae,18.1,17.5,18.02,24.59,S,2,20120326,18.4,17.5
T13,98,louro preto,Nectandra cuspidata,Lauraceae,14.9,12.5,13.77,16.75,S,2,20120326,15.5,17.5
T13,99,arataciu,Sagotia racemosa,Euphorbiaceae,10.4,12.5,10.16,13.23,S,2,20120326,10.4,12.5
T13,100,matamata preto,Eschweilera ovata,Lecythidaceae,20.5,22.5,14.25,19.61,S,2,20120326,20.8,22.5
T13,101,copaiba,Copaifera reticulata,Fabaceae,20.6,22.5,19.33,25.53,S,2,20120326,21.6,22.5
T13,102,casca seca,Licania canescens,Chrysobalanaceae,67,67.5,19.08,31.38,C,1,20120326,66.9,67.5
T13,103,morta,NA,NA,42.3,42.5,NA,5.12,NA,NA,20120326,42.1,42.5
T13,104,jatereu,Lecythis idatimon,Lecythidaceae,13.1,12.5,12.74,14.86,S,2,20120326,13.6,12.5
T13,105,seringarana,Micrandra minor,Euphorbiaceae,33.3,32.5,18.19,26.78,C,2,20120326,33.8,32.5
T13,106,fava amargosa,Vataireopsis speciosa,Fabaceae,37.4,37.5,18.04,28.39,C,2,20120326,38.8,37.5
T13,107,matamata branco,Eschweilera coriacea,Lecythidaceae,51.3,52.5,19.28,28.45,C,2,20120326,50.4,52.5
T13,108,breu barrote,Tetragastris panamensis,Burseraceae,20.6,22.5,16.62,23.87,S,2,20120326,21,22.5
T13,109,ingarana,Inga sp.,Fabaceae,10.8,12.5,13.67,17.31,S,2,20120326,10.9,12.5
T13,110,axixa,Sterculia pruriens,Malvaceae,30.1,32.5,16.62,23.87,S,2,20120326,32.2,32.5
T13,111,ingarana,Inga sp.,Fabaceae,18.8,17.5,16.33,21.7,S,2,20120326,19.6,17.5
T13,112,tachi preto,Tachigali myrmecophila,Fabaceae,18.4,17.5,14.63,24.38,S,2,20120326,20.8,22.5
T13,113,capueiro,Rinorea guianensis,Violaceae,17.8,17.5,16.45,18.97,S,2,20120326,17.9,17.5
T13,114,matamata branco,Eschweilera coriacea,Lecythidaceae,42,42.5,19.63,27.08,S,2,20120326,43,42.5
T13,115,caramuxi,Pouteria hispida,Sapotaceae,55.1,57.5,20.03,33.85,E,1,20120326,55.6,57.5
T13,116,matamata branco,Eschweilera coriacea,Lecythidaceae,37.5,37.5,16.02,23.06,C,2,20120326,37.7,37.5
T13,117,matamata preto,Eschweilera ovata,Lecythidaceae,15,17.5,8.43,12.81,S,2,20120326,15,17.5
T13,118,abiurana casca fina,Pouteria retinervis,Sapotaceae,10.1,12.5,12.18,17.57,S,2,20120326,10.1,12.5
T13,119,macaranduba,Manilkara huberi,Sapotaceae,40.4,42.5,22.86,26.38,E,1,20120326,40.6,42.5
T13,120,joao-mole,Neea oppositifolia,Nyctaginaceae,48.4,47.5,22.53,33.53,E,1,20120326,49.3,47.5
T13,121,piquiarana,Caryocar glabrum,Caryocaraceae,38.1,37.5,21.71,26.83,C,2,20120326,36.7,37.5
T13,122,jatereu,Lecythis idatimon,Lecythidaceae,41,42.5,14.93,33.08,C,2,20120326,41.7,42.5
T13,123,caramuxi,Pouteria hispida,Sapotaceae,43.5,42.5,21.29,32.33,C,2,20120326,43.9,42.5
T13,124,coquirana,Chrysophyllum sanguinolentum,Sapotaceae,36.1,37.5,23.74,30.7,C,2,20120326,36.1,37.5
T13,125,jutai,Hymenaea parvifolia,Fabaceae,42.5,42.5,23.12,30.4,E,1,20120326,43.1,42.5
T13,126,abiurana branca,Pouteria guianensis,Sapotaceae,42.9,42.5,23.71,31.18,C,2,20120326,43.1,42.5
T13,127,tamaquare,Caraipa grandifolia,Calophyllaceae,22,22.5,19.86,28.47,S,2,20120326,22.5,22.5
T13,128,pintadinho,Poeppigia procera,Fabaceae,36.5,37.5,16.77,27.53,S,2,20120326,36.9,37.5
T13,129,jatereu,Lecythis idatimon,Lecythidaceae,20.3,22.5,19.07,25.72,S,2,20120326,20.4,22.5
T13,130,tachi vermelho,Tachigali paniculata,Fabaceae,72,72.5,24.56,33.35,E,1,20120326,73,72.5
T13,131,guajara cinza,Pouteria sp.,Sapotaceae,38.7,37.5,25.18,29.79,C,2,20120326,39,37.5
T13,132,macaranduba,Manilkara huberi,Sapotaceae,53,52.5,22.58,27.88,C,2,20120326,53.4,52.5
T13,133,parajuba,Manilkara bidentata,Sapotaceae,42.1,42.5,17.96,28.69,C,2,20120326,48.1,47.5
T14,1,matamata branco,Eschweilera coriacea,Lecythidaceae,58.4,57.5,22.36,36.97,C ,2,20120310,59.5,57.5
T14,2,angelim rajado,Zygia racemosa,Fabaceae,50.3,52.5,24.13,37.42,C,2,20120310,50.7,52.5
T14,3,jarana,Lecythis lurida,Lecythidaceae,72.4,72.5,29.5,45.53,E,1,20120310,74,72.5
T14,4,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,71.2,72.5,27.66,44.17,E,1,20120310,70.3,72.5
T14,5,jatereu,Lecythis idatimon,Lecythidaceae,22.2,22.5,12.23,22.08,S,2,20120310,22.2,22.5
T14,6,tachi preto,Tachigali myrmecophila,Fabaceae,15.4,17.5,11.8,21.31,S,2,20120310,15.3,17.5
T14,7,tachirana,Stryphnodendron paniculatum,Fabaceae,19.8,17.5,14.42,25.21,S,2,20120310,22.1,22.5
T14,8,macaranduba,Manilkara huberi,Sapotaceae,13.1,12.5,13.19,20.78,S,2,20120310,13.3,12.5
T14,9,mato,NA,NA,17.1,17.5,15.34,20.88,S,2,20120310,17.8,17.5
T14,10,louro preto,Ocotea cernua,Lauraceae,42.4,42.5,25.44,38.12,C,2,20120310,43.7,42.5
T14,11,caramuxi,Pouteria hispida,Sapotaceae,10,12.5,9.36,14.73,S,2,20120310,10.5,12.5
T14,12,abiurana branca,Pouteria guianensis,Sapotaceae,19.1,17.5,11.45,20.7,S,2,20120310,20,22.5
T14,13,taperebarana,Spondias sp.,Anacardiaceae,11.5,12.5,6.92,11.2,S,2,20120310,11.7,12.5
T14,14,ingarana,Inga sp.,Fabaceae,48.3,47.5,20.06,33.6,C,1,20120310,49.2,47.5
T14,15,jatereu,Lecythis idatimon,Lecythidaceae,21,22.5,17.7,27.6,S,2,20120310,21.9,22.5
T14,16,abiurana,Pouteria gongrijpii,Sapotaceae,53.4,52.5,18.27,34.38,S,1,20120310,53.6,52.5
T14,17,breu vermelho,Protium hebetatum,Burseraceae,15,17.5,10.1,15.4,S,2,20120310,16.1,17.5
T14,18,jatereu,Lecythis idatimon,Lecythidaceae,22.5,22.5,15.02,21.33,S,2,20120310,22.7,22.5
T14,19,matamata branco,Eschweilera coriacea,Lecythidaceae,80,82.5,30.63,47.27,E,1,20120310,81,82.5
T14,20,matamata branco,Eschweilera coriacea,Lecythidaceae,42.7,42.5,13.96,27.96,C,2,20120310,44.1,42.5
T14,21,andirobarana,Guarea guidonia,Meliaceae,24.2,22.5,16.55,24.85,S,2,20120310,25.1,27.5
T14,22,axixa,Sterculia pruriens,Malvaceae,39.6,37.5,18.39,32.7,S,2,20120310,40.6,42.5
T14,23,abiurana branca,Pouteria guianensis,Sapotaceae,19.9,17.5,11.45,18.1,S,2,20120310,19.9,17.5
T14,24,jatereu,Lecythis idatimon,Lecythidaceae,19.7,17.5,9.84,16.29,S,2,20120310,20.2,22.5
T14,25,jatereu,Lecythis idatimon,Lecythidaceae,24.7,22.5,12.4,20.1,S,2,20120310,25.3,27.5
T14,26,caramuxi,Pouteria hispida,Sapotaceae,52.2,52.5,22.02,34.35,C,1,20120310,52.6,52.5
T14,27,inga branco,Inga thibaudiana,Fabaceae,17.6,17.5,15.48,24.67,S,1,20120310,18.4,17.5
T14,28,louro preto,Ocotea cernua,Lauraceae,15.6,17.5,9.53,15.79,S,2,20120310,17.1,17.5
T14,29,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,17.5,12.75,17.41,S,2,20120310,17.5,17.5
T14,30,morta,NA,NA,37.9,37.5,NA,2.87,NA,NA,20120310,37.3,37.5
T14,31,cucutitiriba,Pouteria sp.,Sapotaceae,28.8,27.5,16.94,27.59,C,2,20120310,30.2,32.5
T14,32,breu barrote,Tetragastris panamensis,Burseraceae,18.2,17.5,9.81,16.86,S,2,20120310,18.6,17.5
T14,33,abiurana,Pouteria gongrijpii,Sapotaceae,57.2,57.5,22.93,34.02,S,1,20120310,57.5,57.5
T14,34,jatereu,Lecythis idatimon,Lecythidaceae,48,47.5,10.15,16.25,S,2,20120310,48.1,47.5
T14,35,jarana,Lecythis lurida,Lecythidaceae,45.3,47.5,20.03,31.92,C,1,20120310,45.7,47.5
T14,37,abiurana branca,Pouteria guianensis,Sapotaceae,11,12.5,11.89,18.25,S,2,20120310,11.1,12.5
T14,38,jatereu,Lecythis idatimon,Lecythidaceae,26.4,27.5,17.2,31.46,C,1,20120310,26.4,27.5
T14,39,abiurana,Pouteria gongrijpii,Sapotaceae,37,37.5,25.28,43.24,C,2,20120310,38,37.5
T14,40,matamata vermelho,Eschweilera coriacea,Lecythidaceae,39.2,37.5,22.19,34.6,C,2,20120310,40.3,42.5
T14,41,jatereu,Lecythis idatimon,Lecythidaceae,38.6,37.5,28.78,9.22,C,2,20120310,39.1,37.5
T14,42,jatereu,Lecythis idatimon,Lecythidaceae,29.2,27.5,16.95,31.24,S,2,20120310,29.4,27.5
T14,43,matamata branco,Eschweilera coriacea,Lecythidaceae,12.5,12.5,14.3,23.08,S,2,20120310,12.6,12.5
T14,44,arataciu,Sagotia racemosa,Euphorbiaceae,11.2,12.5,13.48,20.69,S,2,20120310,11.8,12.5
T14,45,ingarana,Inga sp.,Fabaceae,14.1,12.5,13.87,20.97,S,2,20120310,14.3,12.5
T14,46,matamata branco,Eschweilera coriacea,Lecythidaceae,53.1,52.5,25.58,42.28,C,2,20120310,53.4,52.5
T14,47,piquiarana,Caryocar glabrum,Caryocaraceae,76.4,77.5,24.09,37.17,C,2,20120310,79,77.5
T14,48,matamata branco,Eschweilera coriacea,Lecythidaceae,36,37.5,22.64,35.11,C,2,20120310,36.1,37.5
T14,49,matamata branco,Eschweilera coriacea,Lecythidaceae,49,47.5,25.28,41.78,C,2,20120310,51.5,52.5
T14,50,jatereu,Lecythis idatimon,Lecythidaceae,21.1,22.5,17.69,26.53,S,2,20120310,21.7,22.5
T14,51,jatereu,Lecythis idatimon,Lecythidaceae,21.8,22.5,12.82,23.18,S,2,20120310,21.9,22.5
T14,53,inga vermelho,Inga alba,Fabaceae,35.1,37.5,13.73,24.16,S,2,20120310,35.8,37.5
T14,54,axixa,Sterculia pruriens,Malvaceae,18.8,17.5,14.24,20,S,2,20120310,20.2,22.5
T14,55,macucu,Licania guianensis,Chrysobalanaceae,14,12.5,11.24,17.41,S,2,20120310,14.1,12.5
T14,56,freijo branco,Cordia scabrifolia,Boraginaceae,41,42.5,18.74,31.67,C,2,20120310,41.6,42.5
T14,57,matamata branco,Eschweilera coriacea,Lecythidaceae,43,42.5,13.2,24.33,C,2,20120310,43.3,42.5
T14,58,pau santo,Zollernia paraensis,Fabaceae,89.3,87.5,18.66,33.51,C,1,20120310,89.9,87.5
T14,59,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,84.4,82.5,33.47,46.2,E,1,20120310,84.4,82.5
T14,60,mapatirana,Pourouma minor,Urticaceae,41.1,42.5,16.48,31,E,1,20120310,41.2,42.5
T14,61,axixa,Sterculia pruriens,Malvaceae,41.6,42.5,16.71,40.2,C,2,20120310,#N/A,#N/A
T14,62,capueiro,Rinorea guianensis,Violaceae,13.2,12.5,7.73,14.59,S,2,20120310,#N/A,#N/A
T14,63,capueiro,Rinorea guianensis,Violaceae,22,22.5,15.12,24.86,C,2,20120310,#N/A,#N/A
T14,64,abiu cramuri,NA,NA,42.7,42.5,24.98,34.74,C,2,20120310,#N/A,#N/A
T14,65,tachirana,Stryphnodendron paniculatum,Fabaceae,40.1,42.5,17.91,32.77,C,2,20120310,#N/A,#N/A
T14,66,capueiro,Rinorea guianensis,Violaceae,21,22.5,19.83,29.42,C,2,20120310,21.2,22.5
T14,67,breu barrote,Tetragastris panamensis,Burseraceae,36,37.5,17.55,36.74,S,2,20120310,37,37.5
T14,68,capueiro,Rinorea guianensis,Violaceae,10.2,12.5,8.92,14.16,S,2,20120310,10.3,12.5
T14,69,matamata vermelho,Eschweilera coriacea,Lecythidaceae,19.2,17.5,17.09,35.78,S,2,20120310,19.4,17.5
T14,70,abiurana,Pouteria gongrijpii,Sapotaceae,40.7,42.5,22.83,41.85,E,1,20120310,41.4,42.5
T14,71,parajuba,Manilkara bidentata,Sapotaceae,29.8,27.5,22.67,36.82,C,1,20120310,30.9,32.5
T14,72,coracao-de-negro,Swartzia corrugata,Fabaceae,22.1,22.5,12.57,19.29,S,2,20120310,22.1,22.5
T14,73,capueiro,Rinorea guianensis,Violaceae,11,12.5,11.09,15.75,S,1,20120310,12,12.5
T14,74,matamata preto,Eschweilera ovata,Lecythidaceae,17.9,17.5,4.22,6.58,S,1,20120310,18,17.5
T14,75,capueiro,Rinorea guianensis,Violaceae,11.7,12.5,8.02,11.18,S,1,20120310,12.2,12.5
T14,76,tauari,Couratari stellata,Lecythidaceae,55,57.5,24.39,38.95,E,1,20120310,56,57.5
T14,77,matamata branco,Eschweilera coriacea,Lecythidaceae,41,42.5,21.42,33.41,C,2,20120310,42.1,42.5
T14,78,abiurana,Pouteria gongrijpii,Sapotaceae,39.2,37.5,19.06,32.59,C,1,20120310,41,42.5
T14,79,morta,NA,NA,52.2,52.5,NA,1.85,NA,NA,20120310,52.1,52.5
T14,80,capueiro,Rinorea guianensis,Violaceae,23.5,22.5,16.49,26.85,S,2,20120310,23.5,22.5
T14,81,abiurana,Pouteria gongrijpii,Sapotaceae,40.7,42.5,19.66,30.5,S,1,20120310,42,42.5
T14,82,abiurana,Pouteria gongrijpii,Sapotaceae,67.5,67.5,26.71,42.65,E,1,20120310,71.8,72.5
T14,83,goiabao,Pradosia cochlearia,Sapotaceae,59.1,57.5,27.93,38.04,C,1,20120310,59.2,57.5
T14,84,morta,NA,NA,18,17.5,NA,7.99,NA,NA,20120310,18,17.5
T14,85,capueiro,Rinorea guianensis,Violaceae,16.6,17.5,18.33,25.46,S,1,20120310,17.4,17.5
T14,86,jatereu,Lecythis idatimon,Lecythidaceae,18.8,17.5,17.35,21.41,S,2,20120310,19.4,17.5
T14,87,tanibuca,Terminalia amazonia,Combretaceae,49.3,47.5,26.33,41.6,C,1,20120310,50,52.5
T14,88,abiurana,Pouteria gongrijpii,Sapotaceae,39.5,37.5,29.65,40.11,C,1,20120310,41.1,42.5
T14,89,cajuacu,Anacardium spruceanum,Anacardiaceae,63.3,62.5,22.47,36.32,C,1,20120310,67.7,67.5
T14,90,jarana,Lecythis lurida,Lecythidaceae,50.3,52.5,25.34,31.61,C,1,20120310,50.4,52.5
T14,91,abiurana,Pouteria gongrijpii,Sapotaceae,59,57.5,27.69,34.55,C,1,20120310,59,57.5
T14,92,uxirana,Sacoglottis guianensis,Humiriaceae,20.2,22.5,17.15,25.07,S,2,20120310,21.1,22.5
T14,93,matamata branco,Eschweilera coriacea,Lecythidaceae,35,37.5,20.91,31.36,S,2,20120310,#N/A,#N/A
T14,94,capueiro,Rinorea guianensis,Violaceae,10,12.5,11.66,18.16,S,2,20120310,#N/A,#N/A
T14,95,abiurana,Pouteria gongrijpii,Sapotaceae,16.4,17.5,19.49,28.23,S,2,20120310,19.1,17.5
T14,96,abiurana,Pouteria gongrijpii,Sapotaceae,38.9,37.5,26.21,38.32,C,2,20120310,40.4,42.5
T14,97,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,80.5,82.5,24.35,32.35,E,1,20120310,80.9,82.5
T14,98,coracao-de-negro,Swartzia corrugata,Fabaceae,35,37.5,29.77,41.91,C,1,20120310,36,37.5
T14,99,macaranduba,Manilkara huberi,Sapotaceae,74.6,72.5,32.01,44.06,E,1,20120310,#N/A,#N/A
T14,100,abiurana,Pouteria gongrijpii,Sapotaceae,35.4,37.5,20.87,34.88,C,2,20120310,36,37.5
T14,101,tauari,Couratari stellata,Lecythidaceae,57,57.5,28.45,42.76,E,1,20120310,57.5,57.5
T14,102,andirobarana,Guarea guidonia,Meliaceae,12.5,12.5,11.67,19.83,S,2,20120310,12.9,12.5
T14,103,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,65,67.5,30.86,41.74,E,1,20120310,65.4,67.5
T14,104,abiurana,Pouteria gongrijpii,Sapotaceae,39.1,37.5,20.68,30.83,S,2,20120310,39.5,37.5
T14,105,seringarana,Micrandra minor,Euphorbiaceae,43.4,42.5,25.05,35.8,C,1,20120310,44.1,42.5
T14,106,ingarana,Inga sp.,Fabaceae,13.3,12.5,11.14,14.6,S,2,20120310,13.6,12.5
T14,107,tachirana,Stryphnodendron paniculatum,Fabaceae,48.3,47.5,23.68,29.26,E,1,20120310,48.2,47.5
T14,108,louro preto,Nectandra cuspidata,Lauraceae,17.4,17.5,13.95,17.92,S,1,20120310,17.6,17.5
T14,109,capueiro,Rinorea guianensis,Violaceae,13.3,12.5,3.45,14.98,S,2,20120310,13.6,12.5
T14,111,burangica,Galipea trifoliata,Rutaceae,19.5,17.5,13.1,16.58,S,2,20120310,19.7,17.5
T14,112,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,12.5,25.73,36.22,S,1,20120310,13.7,12.5
T14,113,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,50,52.5,9.65,16.36,E,1,20120310,50.5,52.5
T14,114,jutai-pororoca,Dialium guianense,Fabaceae,40.3,42.5,13.85,19.61,S,2,20120310,40.3,42.5
T14,115,abiurana branca,Pouteria guianensis,Sapotaceae,43,42.5,23.57,36.62,C,2,20120310,43.5,42.5
T14,116,capueiro,Rinorea guianensis,Violaceae,25.2,27.5,12.89,18.51,S,2,20120310,25.5,27.5
T14,117,jarana,Lecythis lurida,Lecythidaceae,54.3,52.5,20.93,26.27,C,1,20120310,54.3,52.5
T14,118,matamata branco,Eschweilera coriacea,Lecythidaceae,40.8,42.5,23.77,33.96,C,1,20120310,41.4,42.5
T14,119,sucupira preta,Bowdichia nitida,Fabaceae,65.8,67.5,21.78,29.41,C,1,20120310,66,67.5
T14,120,morta,NA,NA,48.3,47.5,NA,6.76,NA,NA,20120310,48.2,47.5
T14,121,jatereu,Lecythis idatimon,Lecythidaceae,13.8,12.5,14.52,21.64,S,2,20120310,#N/A,#N/A
T15,1,tento,Ormosia coccinea,Fabaceae,13.6,12.5,10.37,17.83,S,2,20120324,14.2,12.5
T15,2,abiurana branca,Pouteria guianensis,Sapotaceae,37,37.5,12.32,17.12,C ,2,20120324,39,37.5
T15,3,parajuba,Manilkara bidentata,Sapotaceae,14.5,12.5,27.72,38.52,S,2,20120324,14.8,12.5
T15,4,matamata,Eschweilera amazonica,Lecythidaceae,31.9,32.5,10.85,13.96,S,2,20120324,32.2,32.5
T15,5,capueiro,Rinorea guianensis,Violaceae,12.4,12.5,4.25,6.85,S,2,20120324,12.8,12.5
T15,6,matamata,Eschweilera amazonica,Lecythidaceae,31.8,32.5,30.49,32.58,C,2,20120324,33.2,32.5
T15,7,axixa,Sterculia pruriens,Malvaceae,35.3,37.5,21.53,28.5,C,2,20120324,36.7,37.5
T15,9,capueiro,Rinorea guianensis,Violaceae,12,12.5,11.87,17.87,S,2,20120324,12.2,12.5
T15,10,jatereu,Lecythis idatimon,Lecythidaceae,16.2,17.5,19.48,32.2,S,2,20120324,17.2,17.5
T15,11,casca seca,Licania canescens,Chrysobalanaceae,52.2,52.5,26.02,38.26,C,2,20120324,52.8,52.5
T15,12,morta,NA,NA,50.1,52.5,NA,3.53,NA,NA,20120324,50,52.5
T15,13,pintadinho,Poeppigia procera,Fabaceae,12.9,12.5,18.94,25,S,2,20120324,#N/A,#N/A
T15,14,macaranduba,Manilkara huberi,Sapotaceae,41.7,42.5,20.9,32.58,C,1,20120324,#N/A,#N/A
T15,15,jatereu,Lecythis idatimon,Lecythidaceae,12,12.5,12.97,18.82,S,2,20120324,12.2,12.5
T15,16,timborana,Pseudopiptadenia suaveolens,Fabaceae,13.9,12.5,9.19,20.34,S,1,20120324,15,17.5
T15,17,matamata branco,Eschweilera coriacea,Lecythidaceae,35.4,37.5,19.75,28.42,S,2,20120324,#N/A,#N/A
T15,18,abiurana,Pouteria gongrijpii,Sapotaceae,50,52.5,29.93,40.02,C,2,20120324,60,62.5
T15,19,capueiro,Rinorea guianensis,Violaceae,10.3,12.5,11.28,18.55,S,2,20120324,10.8,12.5
T15,20,matamata branco,Eschweilera coriacea,Lecythidaceae,29.6,27.5,18.95,28.15,S,2,20120324,29.6,27.5
T15,22,jatereu,Lecythis idatimon,Lecythidaceae,11.5,12.5,NA,11.3,NA,NA,20120324,11.9,12.5
T15,23,jatereu,Lecythis idatimon,Lecythidaceae,17.9,17.5,NA,7.58,NA,NA,20120324,17.9,17.5
T15,24,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,39.2,37.5,18.62,26.65,C,2,20120324,40.9,42.5
T15,25,parajuba,Manilkara bidentata,Sapotaceae,21.9,22.5,21.15,28.16,C,2,20120324,22.2,22.5
T15,26,freijo branco,Cordia scabrifolia,Boraginaceae,43.3,42.5,17.84,26.6,S,2,20120324,43.5,42.5
T15,27,fava vique,Swartzia sp.,Fabaceae,30.1,32.5,11.8,20.95,S,1,20120324,33,32.5
T15,29,caramuxi,Pouteria hispida,Sapotaceae,43.4,42.5,20.25,30.53,C,2,20120324,43.5,42.5
T15,30,jatereu,Lecythis idatimon,Lecythidaceae,12.4,12.5,10.34,19.33,S,2,20120324,12.5,12.5
T15,31,matamata,Eschweilera parviflora,Lecythidaceae,50.1,52.5,23.95,35.02,C,2,20120324,60.5,62.5
T15,32,caramuxi,Pouteria hispida,Sapotaceae,38.3,37.5,25.53,34.89,C,2,20120324,39.6,37.5
T15,33,jatereu,Lecythis idatimon,Lecythidaceae,12.7,12.5,15.27,22.04,S,2,20120324,13.4,12.5
T15,34,matamata branco,Eschweilera coriacea,Lecythidaceae,45.4,47.5,29.35,39.71,S,2,20120324,45.6,47.5
T15,36,macaranduba,Manilkara huberi,Sapotaceae,88.5,87.5,32.15,49.4,E,1,20120324,#N/A,#N/A
T15,37,breu barrote,Tetragastris panamensis,Burseraceae,23.1,22.5,17.9,28.11,S,2,20120324,23.5,22.5
T15,38,muirapiranga,Brosimum rubescens,Moraceae,58.9,57.5,28.87,36.24,C,2,20120324,60.5,62.5
T15,39,louro preto,Nectandra cuspidata,Lauraceae,44.1,42.5,12.84,21.77,S,2,20120324,45.7,47.5
T15,40,breu barrote,Tetragastris panamensis,Burseraceae,11,12.5,2.96,6.14,S,2,20120324,11.9,12.5
T15,41,abiurana,Pouteria gongrijpii,Sapotaceae,68,67.5,28.9,41.3,C,2,20120324,58,57.5
T15,42,matamata branco,Eschweilera coriacea,Lecythidaceae,38.8,37.5,15.91,35.54,S,2,20120324,39.5,37.5
T15,43,capueiro,Rinorea guianensis,Violaceae,16.8,17.5,16.68,21.53,S,2,20120324,16.8,17.5
T15,44,tachi branco,Tachigali paniculata,Fabaceae,55,57.5,29.43,43.03,E,1,20120324,55,57.5
T15,45,caramuxi,Pouteria hispida,Sapotaceae,41.8,42.5,26.07,35.83,C,2,20120324,42,42.5
T15,46,capueiro,Rinorea guianensis,Violaceae,15.3,17.5,15.75,27.64,S,2,20120324,15.5,17.5
T15,47,matamata branco,Eschweilera coriacea,Lecythidaceae,37.6,37.5,22.89,36.02,C,2,20120324,38.6,37.5
T15,48,capueiro,Rinorea guianensis,Violaceae,21.2,22.5,18.16,25.44,C,2,20120324,21.4,22.5
T15,49,breu vermelho,Protium hebetatum,Burseraceae,43,42.5,21.13,37.55,E,1,20120324,49.5,47.5
T15,50,inga vermelho,Inga alba,Fabaceae,35.2,37.5,21.84,35.46,C,2,20120324,35.1,37.5
T15,51,goiabao,Pradosia cochlearia,Sapotaceae,49,47.5,27.71,29.8,C,2,20120324,50,52.5
T15,52,maracatiara,Astronium graveolens,Anacardiaceae,88.4,87.5,33.91,49.86,E,1,20120324,#N/A,#N/A
